User @,Comment Text
novyraliaagatha,"Terima kasih semuanya yg udah komen. saya tekankan lg yaa, disini saya ga menyalahkan siapa²nya. udah takdir anak saya smpe sini. makasih yaa smua😇🙏"
hettysari8,soundnya kaya orang bahagia banget di tinggal anak😅😅😅
novyraliaagatha,kalau sedih terus nnti anak saya ga tenang Bun. makasih yaa Bun telah berpikir kayak gituh. ibu mana yg ga kehilangan ditinggal anak. 😊
hettysari8,maaf Bun cuma sekedar komen aja🙏🙏🙏
novyraliaagatha,Iya Bun. Gapapa. saya juga biar ga inget terus jdi kadang cari² biar ketawa terus. 🙏😇
wahyurobisufajar,iya bu. tp kenapa pake soun itu ya ?? ibu udh baca arti indonesianya dri lagu itu belom ?
novyraliaagatha,belum. di fyp saya pada bgtu pak. jdi saya ikutan aja. maaf klo saya salah 😇🙏
drz24_,nah kan bner² asbun hanya karna konten lg viral tnpa tau apa artinya. cuma ikut²an tp gak tau maknanya. tong kosong nyaring bunyinya 😅
hanifahsaja23,kita kan bisa milih
novyraliaagatha,iya Bun. saya salah ikutan tren 😇🙏
lukasronnynursalim,sakit apa y kok bisa dua2nya
novyraliaagatha,kejang ka. dua2nya apa mksdnya ka?
lukasronnynursalim,ga pa2 kak..skip ja...semangat y kak...sehat selalu
novyraliaagatha,terima kasih ka. sehat selalu jg 😇🙏
ibuunonnov,kita sma kooo🥺 kt sdh pny tabungan indah d ahirat nanti🥺
novyraliaagatha,amin. makasih Bun. Sabar yaa Bun 😇🙏
hafizhshyfa,"iy Bun BNR juga,,emng dh takdirx ,,kudu kuat ,sabar, n ikhlas Bun insyaallah jdi penolong bwt bundax🥰"
novyraliaagatha,amin. makasih 🙏😇
blackycivfd,ini kronologi nya gimana 3 hari tanpa asusapan apapun ?? dan di rs mana mbak ? bisa dikusut
hyunggirls,terus gimana?? maintain Tanggung jawab itu dokter sama susternya yg nanganin Dan bilang santai kayak gitu.. ini kehilangan anak lohh nyawa masalah nya
cutdambanabila,bisa ya buk anak meninggal tp pake lagu bgt.. jgn lah buk ... sedih liatnya anak mninggal di buat bgini
shohifah_75,nanti disuruh makan tersedak menyalakan yg merawat juga. Melarang dan membolehkan juga pake ilmu
novyraliaagatha,iya Bun
bungasayur5,"Mbaa bcara itu di pikir dlu, mereka dokter dan suster itu skolah, ada dasar bcra. klau gak prcyaa lain kalii ke medis, bwa ke dukun sja.."
novyraliaagatha,Saya jg tw kok. Dokter suster ngmng bgtu biar saya ga panik. makasih yaa sehat selalu. 🙏😊
duniafanahhhh,"karna dia mikir makanya dia ke dokter bukan ke dukun mba, namanya kehilangan itu ga gampang ikhlas jg butuh waktu"
bungasayur5,Belajar ikhlas gak mesti nyalahin siapa2 toh?
novyraliaagatha,"Maaf yaa. Klo ada kata² saya yg salah, sehat selalu yaa dan semoga tidak merasakan yg saya rasakan. 😇🙏"
duniafanahhhh,emang ada kata2 nyalahin?
bungasayur5,Baca caption mknya
duniafanahhhh,"kan saya bilang ikhlas butuh waktu, udh ah males ngomong sama org yg paling tidak merasa kehilangan mah 😊"
anggiie83,prasaan gak ada kata nyalahin siapa2 geh🥺
novyraliaagatha,mungkin kta² saya menyinggungnya Bun. 🙂
duniafanahhhh,"dia ga nyalahin dokter, dia cuma cerita apa yg terjadi sama anaknya yg namanya kehilangan g akan gampang, ikhlas jg butuh waktu"
novyraliaagatha,makasih mamayy. 😇🙏😘
putradiladanzein,"sabar ya bu, biar aja yg marah2 jd pahala buat ibu. mrk senggol bacok, biasanya yg kayak gitu suka ngerasa salah. klo ga salah ngapain marah"
novyraliaagatha,iya Bun padahal saya jg ga menyalahkan dokter dan susternya. sodra dan temen saya jg bnyk yg jdi dokter dan suster tpi mereka biasa aja. 🙏😇
novyraliaagatha,berpikir positip aja yaa Bun. makasih yaa Bun. 🥰
ab_du_ll_ah12,🥺🥺🥺🥺 manis anaknyaa.
novyraliaagatha,terima kasih 🤗🙏😇
rarasa123,Kan bisa pake selang makanan yg dimasukin ke lambung soalnya bayiku dulu juga gitu
mamasimeout6,sepertinya udh di pasang Bun lewat hidung.
rahmawatirahmoyy,tapi dokternya blg lagi puasa dlu berarti emg ga dikasih kali ya?
mamasimeout6,ada beberapa diagnosis yang harus di puasain dlu.
