User @,Comment Text
drg_yayukhabie,semua klinik dan rs begitu.. kalo pasien mau pulang tanpa rekomendasi dokter..memang harus ttd surat pernyataan pulang paksa
cindyteresia,tapi di ancem2 gitu loh
mauliadantirizdan,"mngkin maksud mereka buat ngasih tau risiko trburuk yg mngkin aja bs kejadian, klo ga dijelaskan nnti kenapa2 malah di salahkan lg ke dokternya knp ga"
eeefury,"memang prosedur utk pasien yg menghendaki KRS tanpa ACC dokter begitu, dibilangnya Pulang Paksa. harus TTD persetujuan begituu, dimana2 jg gtu"
1638dbso,"yap bener sekali bund. istilah nya memang ""pulang paksa"".. harus ttd pernyataan sbg bukti kalau pihak RS sudah kasih tau resiko2 tentang resiko2 nya"
cindyteresia,iya tapi embel2 nya itu nyiksa banget. seakan2 kita sengajain anak kita kenapa2. padahal kl di RS lain kan kita gak di tekan
1638dbso,"mungkin ini masalahnya ada di komunikasi dan cara penyampaian ny kali ya bund.. petugas nya kurang dalam pemilihan kata, dan mungkin bunda juga lagi"
1638dbso,"boleh berpendapat ya bund dari aku orang medis. aku udah liat vt nya dari part.1
1. bayi prematur under 2500gram memang dimasukkan ke ICU utk obsrvsi"
1638dbso,"2. bunda bilang bayi bunda ""normal"" tanda2 nya bagus. tapi bunda juga bilang, bayi bunda respon menyusu nya lemah. itu bukan tanda2 baik2 aja bund"
1638dbso,"3. respon pemulihan pasien berbeda2, jadi kita ngga bisa bilang dgn pasti standar pasien dinyatakan sehat dan boleh pulang adalah sekian hari."
1638dbso,"4. mungkin dari hasil obs dan utk menghindari hal2 tdk diinginkan, dokter blm menyarnkn untuk dilepas pulang dalam waktu dekat."
1638dbso,"5. pasien yang ingin pulang sebelum rekomendasi dokter memang boleh, dan di RS memang istilah yang dipakai ""pulang paksa"" dan pastinya harus ttd perse"
1638dbso,tujuan dari keluarga pasien. untuk menghindari tuntutan hukum dikemudian hari. itu SOP paten RS bund
1638dbso,"6. memang kalau bayi bunda jadi pasien dokter A, dokter yang lain tidak bisa sembarangan ikut observasi pasien dr.A kecuali ada izin. etika nya sudah"
1638dbso,seperti itu.
rollyncaroline,semua RS aturannya sama.jika tdk mau dirawat lgi yaa ttd srt prnytaan plg paksa. ITU SESUAI SOP.
ummurohim2,"anak saya 3,4kg masuk nicu dan pasang selang makan krna stiap di susui muntah.."
ummurohim2,Tp sy ttp ikut anjuran dokter.. dktr bilang tunggu hsil lab anak saya kl hasil lab oke boleh dbwa pulang.. 3hri kmdian kluar hasil lab trnyata anak sy
ummurohim2,"infeksi lambung.. tp tdk trll parah, doktr mnyrankan 1minggu lg liht perkembngan.. stlah 1minggu anak sy mendingan tdk muntah tp msih blm boleh pulang"
ummurohim2,akhirnya sdh berunding dg kluarga.. anak sy pulang paksa.. dg tanda tangan surat pernytaan kl trjdi apa2 tidak boleh mnuntut pihak rs krna anak sy
ummurohim2,"pulang paksa.. 1bulan drumah benar saja.. anak sy gumoh trus mnerus, sy cek lagi k dsa mmang ada sdkit mslah dg lambung anak sy, dia tdk bsa minum"
ummurohim2,"trllu bnyak.. gumohya berhenti stlah anak sy usia 1+, bhkan smpai skrng anak sy usia 6th dia tidk bs makan bnyak, kl trll bnyak pasti skit perutnya"
ummurohim2,"intinya adalh kl mnurut sy doktr pasti lebih paham dr kita, doktr mmang hrus mnjlaskan resiko trburuknya bukan nakut2i.. tp kmbali lagi"
ummurohim2,pada pilihan masing2 individu mau ikut saran doktr atau pulang pksa sm2 berhak..🥰
