User @,Comment Text
hamuri.clo,semoga cepat sembuh mbak.
__mumuss,semangat 🥰🥰 moga cpt sembuh🥰🥰🥰
yanacuthasan,lekas sembuh Mba teta semangat ya🥰
pakde_sies,"gws,semangat,dan jangan lupa berdoa 🙏🏿🙏🏿🙏🏿"
nenesprayoga20,"smngt kk ,lekas membaik amin🥰"
nenggoros,semangat🥰
zha.iz,semangat kk
sriyana2175,semangat ya mbak..soga cpt sembuh..aamiin
yani.gj,semangat kaka🥰
vone.vj,semangat ya kk 🥰
hanynurfalah31,semangat ka semogaaa lekas sembuh aamiin 🤲🤗
bubunnyahafizh,semangat ya kak🥰
melfiadibundaarsy,smngat kak smga lekas sembuh
santinovita79,semoga cepat sembuh ya kak🥰
ryeannissa,smngt
shifachubby94,semangat 🥰
janahlubis0,semangat kk 🥰🥰
navaruby68,semangat pejuang kangker💪. sama aku jg lagi menjalani kemoterapi. semoga kita selalu diberikan kekuatan ya🥰😇
risnayanti_23,semangat syg 💪
anelsawelly,semangat kak
tangsisnaura1,"semangat kk,, semoga cepat sembuh ya kk🥰"
minikitchent,semangat Bun insyaallah kembali sehat aamiin
widaneng935,"Masya Allah...semoga Kaka nya de rindi cepet sehat , Allah angkat segala sakit'Nya,, Aamiin yaarobalallamin 🤲🤲🤲"
viekawie_25,semangat selalu ku tau beratnya kemo karena Kakaku dan anaknya leukimia 😓😓
widya_inggriany,kanker apa DX ..
christiopolin,"ya ampun
semoga lekas sembuh ya kak
senantiasa selalu dalam lindungan Allah"
indahhendria,semangat ya kak
lynstra,dlka balik ya
nienanovi,hdr
heruamuba,hadir kak 🥰
dssy0112,hadir🥰
adel090917,semngat mbak...ak jg sudah divonis tumor dinding rahim n hrs segera pengankatan rahim 😥
rindihandika31,"allahuakbar 😢😢 semangat kakak, insya Allah atas izin Allah kakak akan sembuh 🤗"
momsnyaqorry,💪💪💪
desnimansa,💪💪💪
nopimardianti,"semangat kak
semoga segera diangkat penyakitnya aamiin"
