User @,Comment Text
farlaclinic_dr.farrah,Makasih kakak sdh ke Farla 🥰😍
catettttt,ini ya kalo mau pd mau tanya2 👆🏻
natalia_nau,mau banget
mocaii,bukaaaa dibanyuwangi jawa timur kak @farlaclinic_dr.farrah
natalia_nau,"treatment apa namanya kak,di bekasi ada gak"
hividaaa,dia realistis . mau cantik butuh duit banyak.
mutttttttttt19,"dia selalu blg ""gue cantik krn usaha bkn dr lahir"" gentleman bgt ini cewe emang ❤"
withyouismydream,"keren si dia, jujur banget😂"
hividaaa,"NAH , untungnya juga pegang prinsip ini dr dulu."
ella01_ely,@haechansksksk @sumiyati2098
wearshineid,@malikuuyyy 😌
siapaya1808,"bukti cwe kalo dirinya merasa berkualitas ya begini, NGELUNJAK😂"
n0tyoursanymore,loh
thisme440,"ini mah bukan ngelunjak anjir, dia appreciate diri dia sendiri"
almaalagiii,gue harus kerja kek gimana lagi biar bisa treatment kek Lo 😌
ssindirela,"gua kerja keras malah tipes, duit bukan abis buat perawatan tp buat berobat😭"
yoursuplemen,daftar BPJS dan asuransi sis😅
almaalagiii,hahahah yg kuat kuat sister 🤒
almaalagiii,BPJS nya untuk tipes 😅
aquapocalypse,"Daftar asuransi deh, gw kerja kerja kerja tipes tinggal ke RS bawa kartu 🤣 pusing dikit ke RS, mual dikit ke RS🤣"
piokxsr,@xxcdzt_ 😭
xxcdzt_,anj
hereifly,jadi seleb😌
fitri1389,😅😅
zarathustra__,bertahan berapa lama bestie?
_tiiw013,"tergantung pola makan kita, dan itu ga cukup 1X karna gw pernah hifu hasilnya ya balik chubby lg karna pola makan salah. itu yg ku tau"
aml_xyx,nitip
anjanirhehn,hifu itu buat cheekbone buat pipi naik hukan buat tirus
666makhlukbumi,nitip
ella01_ely,@suka coklat
ooooooiiiooo0,kamu salah tag?
happygirls_79,6bln sampe 1 tahun
theaaby,3jam
wlldanrafniip,.
andreyya__,p
nimadedks26,"Sampe 6 bulan bs kak , awal” sebulan 2x aja dah keliatan hbs itu gak ush hifu lg , sekali langsung keliataan bgt kok"
nimadedks26,Cuma ttep ya pola makan harus d jaga
gapapakanhehe0,6bulan
panggilsajashofie,nitip
aquapocalypse,Di aku cuma bertahan 2 bulan 😂
candlely_,nitipnitip
n.o.y.y.a.a.a,nitp
bukanrobot3,nitip
xiexie6455,sakitt ga sii
catettttt,mau cantik ga
nenong99,tengok lucinta luna tengkoraknya sampe di kikis demi slayy🥰
pibiiiw,beauty is pain ya wak
anzrp1,Soalnya ugly is painful 🥲
ucimcney,Aku perna difarla😁
askimnanaaa,wkwkwkw
shuengeng,memang beauty is pain ya
sweettiena,beauty is pain memang real ya kak😃
mangostickyras,@D 🦖
micdgrd,WKWKKW MAU MOMMY
meyyyy20,@awlatibule
suskiya,WKWKWKWKWKKW2
imsagitariuuss,@user26848949020083 @grlfrndjjk hahahah tp bener co sakit
nnatsaqiffa_,ngakak bgt
keisyhaaurelp_,WKWKWKWKKWKKWK
menggabutyekan,kenyataan @skivetea
kucynguwu,hahahaha jawabannya 😂😂
_lustbunnie,wkwk @20fuss
lovebirdgirang,BENER ga muna ya sist kita ga doyan d hina😂
xoxo.gin,hahahahhaha
preciouspprincessss,😭😭jleb
ffkaleyy,@berbiesss
berbiesss,kpan dg trng mo brubah🥺
berbiesss,suka mo brubah smpe orng nda mo kenal🥺
sweetybbe,😭
berakbrotbrot,🥲
gngiin,@drkmnxz 😭
taehoona,@bellches._ singkat padat dan jelas
bellches._,😭😭
luv.elinnn,AHAHAHHA
813sthar,@krrrnnash ril bang
devileasx,@kiddie.florencerie
sashalexha,abis itu merah2 nya ilang berapa lama ya
sativcanna,Jujuuuurrr sakit bgt wkwkwkwkw 🙂 kenanya lgsg ke otot jd di anastesi jg percuma ttp ngilu
xiexie6455,perjuangan cewe ni shaayyy sakit demi cantik 😭 gua Pgn anj nangis bgt😭
indriatisianturi,"gue jg suka nangis klo lg treatment, soalnya gue acne, sering sakit bgt, tp demi cantik gpp🥺🥺"
bmmmmmmmlp,Gue ga sakit loh sumpah
itszshar,beauty is pain bestieee
arkebcy,sakit bestieeee😅
