User @,Comment Text
diniizulfia,"Ya Allah g nyangka bisa rame 🥹.. trmksh udah berbg pngalamannya, maaf g bs bls 1 1 🙏🏻 smg Allah melancarkan & memudahkan rezeki kita semua aamiin"
tiaraeka526,aqu dlu pas kelihatan hamil mudai minumny acman folavit aja kak ..habis itu langsung cek kandungan ke dokter pas 2bln hamil
diniizulfia,Iya yaa soalnya klo masih 5w pasti di suruh balik lagi yaa kak.. mksh yaa kak sarannya 🙏🏻🤗
ikafarhan_18,"sekali haid Alhamdulillah Allah berikan kepercayaan lagi,dan dari situ aku sampe usia 3bulan ngak kedokter,ngak kebidan dan ngak cerita ke mertua"
ikafarhan_18,"ataupun mmh ku pokok nya cmn suami ajh,,pas di usg Alhamdulilh udah gerak,,dan katanya jangan terlalu senang karna suka kena penyakit ain,,"
diniizulfia,"Iya aku dr hamil pertama smpe ketiga nyoba buat nnti dlu ksh taunya, tp Allah berkendak lain kak.. smg cmn 3x aj kegugurannya Ya Allah.. aamiin 🤲🏻"
ikafarhan_18,iya kak semoga nanti jika hamil lagi rezeki kkak sama suami 🤲
diniizulfia,Aamiin Ya Allah.. mksh yaa kak doa baiknya.. 🙏🏻🙏🏻🙏🏻
belanjamurah98,"Aku dlu minum hydromamma mulai hamil muda smpe tua. Soalnya aku dlu pas hamil muda minum vitamin itu krna gabisa minum tablet tpi diimbangi sma buah""a"
diniizulfia,Ohh ok kak nnti aku cb konsumsi buah2an.. emg jrg bgt mkn buah si ka aku 🥺 mksh kak 🙏🏻
primapekk09,"pada saat dinyatakam bahwa anda hamil sebaiknya minum vitamin asam folad,kalk sama susu hamil biar janinnya kuat kak :) dan jgn lupa ke dokter jg"
diniizulfia,"Iya kak wkt hamil tahun 2018 smpe 2020 udah minum asam folat dan susu hamil, tp memang blm rezeki ka 😊"
primapekk09,mudahmudahan segera di beri dan di jadikan anak yang sholeh dan sholeha kak
almaaamr1213,"aku kmrn usg jg kliatan kntongnya aja kak, 6 mngguan smpet tkut karna di minggu itu kok blm kliatan janinnya trs akhirnya sma dr.nya d.ksh pnguat"
almaaamr1213,"kandungan dan d.sruh balik 2 minggu lg smpet tkut krna sorenya kluar flek gt, trauma soalnya prnah kguguran dn alhamdulillahnya udh gk kluar flek lg🥺"
diniizulfia,Ya Allah.. sehat selalu kk dan babynya.. smg lancarr smpe persalinan sehat selamat semua ibu dan anaknya aamiin Ya Allah aamiin 🤲🏻🤲🏻🤲🏻
kalongg99,"Mbak keguguran bukan krn folamil genio nya mbak, tp apa yg di bilang dokter bs utk peljran kedepan supaya ikutin aja resep dokter yg mba percaya.."
kalongg99,Yg jelas kalo udah ketahuan hamil tapi belum bs ke dokter minumin microgest aja dl. Tp secepatnya ke dokter
diniizulfia,Ok mksh kak sarannya 🙏🏻🙏🏻🙏🏻
hainoppp,"Microgest itu penguat kandungan bun, yg lebih wajib asam folat dan itu ada di folamil genio juga kok😬"
kalongg99,"Ya bun jadi sebelum sempat ke dokter minum itu.. asam folat kan bukan utk menguatkan kandungan, kandungan lemah ngga cukup hanya asam folat"
adamalshaka,"betul, setuju. bukan karena folamil genio nya, bahkan dokter saya juga menyarakan folamil genio dari sebelum hamil (misal kehamilan direncakanakan)"
adamalshaka,karena folic acid pencegah cacat janin dan baik bagi kandungan
litacahyani885,"klo dokternya bilang ketutupan lemak mungkin ada baiknya si mbaknya lebih sering olahraga paling ngga 30 menit untuk 1 hari,"
erikhaeryananta14,bukannya gk boleh sih cuman untuk awal kehamilan emg disarankan asam folat istirahat yg cukup dan makanan yg bergizi aja . karna emg rawan jatuh anakn
kalongg99,"Aku g krg2 kl mnum asam folat kak krn program ud setahun lbh, cape jg ga, pas hbs kgguran bln dpnnya + lg, lgsg mnm microgest sblm k doktr"
erikhaeryananta14,benerw bed rest dikasur aja sampek 3 bln .
dianoktavs,tp sy persis ky mbakny krna trlalu percaya vitamin mahal mlh jd gk cocok sm janin ny.dn hrus dikuret dulu.itu memang bener
akuajun21,"biasanya di awal kehamilan akan disaran kan minum asam folat aja,,"
xxdf35,"iya asam folat ,stlah kehamilan nya cukup baru disaranin folamil Genio sih pengalaman sy"
astridbrendamahar,iya aku juga gtu kalo udh ada janin 6 weeks disaranin minum folamil genio. kalo msh ada asam folat suruh minum doble. folavit smpe 4 weeks sih
marlenmargaret,aku waktu 6w baru akntung ajh tp di kasih folamil gold sma dr ny
fathira006,tp bkannya folamil genio itu ada kandungan asam folatny ya ????
themardayuda,"Udah komplit bun, termasuk asam folat. Saya 2x hamil cuma minum folamil aja udah cukup kata dokter SPOGnya kecuali oyong bgt br dikasi penambah darah."
fathira006,"nah, setau saya bnyk kog dokter yg menyarankan minum folamil genio, tp knp ada yg nglarang, bulekku dr promil aj suruh mnum itu"
tyazainal10,"ak jg mnm itu dr awal hamil..2anak alhamdulillah sehat,mngkn krn ada bbrp wanita yg mmpunyai rahim yg tdk kuat/prnh mengalami keguguran sebelumnya"
fathira006,mungkin memang trgntung kondisi kehamilannya...
xxdf35,"iyaa ,tapi aku disranin nya stlah 6week ,gak tau sih kalo yg lain😁"
putridiany06,"aku juga sama bund folamil dari awal hamil sampe skrg 27 week, tp ini hamil kedua saya yang pertama belum rezekynya 🥺"
themardayuda,"Anak pertamaku br 6minggu br terlihat kantong janin sana, dr. SPOG yg menjabat direktur utama di RS itu pun nyaranin minum FOLAMIL GENIO."
sukasukaraaa,Betulll sama di kasih penambah darah si klo aku
cans_1005,dan vitamin B atau E
bocileem,g jg kak ak udh diresepin folamil genio sma microgestan kok sama dokter kandunganki
syabillaelisafebr,minum asam folat Sampai hamil berapa bulan iya Bun .
akuajun21,"asam folat itu dibutuhkan selama masa kehamilan, tp biasanya di beberapa bulan kehamilan disaran kan di tambah kalsium + penambah darah jg"
anaksukses11,"bener, mnding ikut obat dokter dulu nnti pertengahan bulan bru minum vit diluaran."
liialidya26,"aku awal hamil anak pertama baru 2minggu cek usg baru ada kantong jga di ksih asam folat gtu , di suruh kembali 1bln lagi alhmdulilah ada bayi nya🥺"
skolastikadamarda,lah ak sblm hamil dh disuruh minim
idewayuwardani,"Ia samaaa🥰🥰🥰🥰, ga salah sih dr nya, demi kebaikan jg"
ikashalihin,aku dr awal hamil minum folamil genio dan dokterku bilang bagus kok beda ya sama dokter itu 😳
chikaavirginia,Aku baru 5 minggu juga dikasihnya folamil genio😳 sama penguat kandungann
yuniss48_96,sama kk
