User @,Comment Text
noneshouldkn0w,"BENER BGTT, apalagi klo infus abis malem² trs suruh ganti😏"
fdll_disnii,mungkin dia cape 🗿
kayezhshwsbxfd,HAH
01jink,😭😭
yyaan.24,"gw pas magang di rs kaga judes samse, full senyum pdhal udh cape bgt jaga sendirian"
tamelbourne,sehat sehat dan banyak berkah org baik🥰
irenren442,karena capek mbk apalagi bnyk pasien
alaybtj,padahal ude kerjaan die
mitsuruchan_,"suster yg rawat aku baik""kok,padahl dlu pling sering di setel infus nya gara""dara aku suka ketarik 😭😭"
temanbaikmu.ach,Takut bgt apalagi kalau pake bpjs y
fhradrsta_,"alhamdullilah ga pernah begitu, saya pake BPJS penanganan nya bagus banget."
sasusakustan_,ya Tuhan dlu gue sering bgt kek gini😭😭
rara_xcz,pliss hahaha true bngt gw kena marah Ama susternya gmn gak rewel kalau tidur gw di ganggu anj infusnya di tarik😔
nissanrhsfaa,bener banget njirr
osh_hun16,thaa.. 😭😭
aldinur_hakim,"Aminin apaan kak?, aminin supaya dapet kejadian perawat judes pas infus abis tengah malem juga?"
strangerpipel02,HEH MAAF SAYA REP KOMEN 🥲🥲😀😀
hujngrenjun,"ASLI SEREM, KAYA SUSTERNYA UDAH KESEL BANGET MUKANYA KAYA ""[facewithrollingeyes]"""
axdyb,mukanya langsung🤨[facewithrollingeyes][sulk]😏😒😤😡🤬
anyone855,"waktu itu gw dirawat tp susternya baik bngt pdhl di panggil mlu, trs gw kn mau diifus gk dpt"" tp mlm"" jam 10 gw dipegangin sama susternya pdhl gw b aj"
nooiiii_,"apa lagi pakai ppjs mreka ""👿👿👿"" 🙏🏻😓"
nooiiii_,mana nanya nya sambil tapak² meja
ga_tau150,"ditempas sy tidak, malah baik dan ramah😌"
ga_tau150,*t
maujadianimekh,nenek gua di rumah sakit pkek ppjs ngk nyampe 1 Hari Langsung ngk Ad 😔💔
nooiiii_,inna lillahi wa inna ilaihi raji'un
axdyb,"mn marah"" krena gue lelet😏🤬😡"
gilasii_,waah bner knp y pdhl sma sma byar g si😭😭
nooiiii_,"yg ak tau, bayar lebih dikit/pakai bantuan pemerintah kak yg aku tau sih itu, CMIIW🙏🏻🙏🏻"
gilasii_,oh bgituu yaa
jneellie,janji ga ppjs? 😭
nooiiii_,plsss😭🙏🏻
temanbaikmu.ach,Aku baru Ngurus administrasi aja dikasarin belum apa apa mungkin karna pake bpjs
fhradrsta_,"alhamdullilah ga pernah ngerasain hal begituan, walaupun pake BPJS or kis."
dimnyh,tapi walaupun make BPJS kita kan ttp bayar
sy_wita,yg bener ppjs ato bpjs cug😭🙏
nooiiii_,bpjs🙏🏻😭😭😭😭
knya_5,"aku pas itu enggak,malah baik bgt"
ecanjinkk,bpjs njrt
nooiiii_,"ngakak, sorry salah🙏🏻😭"
ecanjinkk,"GUE CARI"" TRUS APA YG SALAH DI KOMEN LO TRNYTA ""PPJS"" AHAHA[cry]"
nooiiii_,HAHAHAHA YG GUE INGET PPJS BUKAN BPJS SORRY😭😭🙏🏻🙏🏻🙏🏻
ecanjinkk,"PLIS PPJS, NGIK NGIK BGTT😭😭😓"
nooiiii_,sorry bngd salaahhhhh[cry][cry]
ecanjinkk,ga kwt bgtt gue ngetawain ini AHAHHAH
ainnvvy,ppjs apaannn
nooiiii_,bpjs🙏🏻🙏🏻😭
siapa1202,iya hha serasa orang paling rendah😏
seowyeon,"dulu suster yg ngerawat aku baik, apa hoki aja ya 😞"
xxaabwar,"sama,mlh di tegor ""mau plg ya dek"" ramah bgt pls dokter nya jg ramah bgt lembut gt plss kek ""cepet sembuh yaa"" pada ramah semua😁"
ownrpurple,2
melozicv0,2
rafazulalzikra_15,mungkin org tua lu kaya
xxaabwar,gk ko sya mke BPJS jg
_mioneee_,"iyaaa cuiii, pas ganti infus kan aku nya mau nangis trs dibujuk gni ""ga sakit serius deh"" 😔😔"
natadechochoo,hoki ka
mrsya_mliaa,"iyaa bnr,susternya baik bngt malah"
adeliaa4_,Nahh iya pdhl dulu pake BPJS🗿
m3jikuhibin33dy0u,iyaa njir
cddbieee,"SAMAA pdhl aku minta tolong ke dia mlu lho, tp dia ttp nolongin aku..."
ndiaaja__,Sama mungkin karena bayar kali bukan bpjs
fi4n_lakikk,kalo saya suster nya di pelototin ayah makanya baik🗿
kluiic,222
prudentthen,samaa
bucinan080,Baik baik ramah ramah malah semua nya di RS karangmojo mh😭
velsyy6,mngkin mahasiswa perawat yg dtng praktek biasanya pada baik'
jenolijeno,"samaaa, walau aku bpjs, kalau mau ganti infus ""selamat malam dek, ganti dulu ya"" sambil senyum, trs kalau yang nganter makan ntar blg selamat makan"
jenolijeno,sambil senyum jugaaaa🙏🏻🙏🏻🙏🏻
karinx5,"iya, joki hokian"
jpnnaa,"gue lagi beruntung kali ya, gue pake bpjs suster nya baik baik semua ko"
erlandoank2,hoki banget itu mah
110z_0,hoki.
kneishiaptrii,btul
cipaaa046,mungkin suster nya abis di confess sma cwo nya jdi dia mood
chifuyugf_07,sama
1stlovedahyun,bener
shilaaa9,Samaa
nbla_na,2222222
hopie436,tergantung org
leogurl_06,Sama
yxns8,Sama plis 😳
w1ta.fkc,nene ku jg gt😞😞
rrrrrrrrrrrrr1raaaaa,ya sm
rainishr,Sama pls
kinancntkkk,sm
raexyz._,hoki soalnya kakak pembimbing aku galak juga
aku_fefeee,"Sama bgtt kaa, kya nya krna msih bcil gtu jdi di baikkin?"
zrfsya_,mungkin krna mke bpjs🙏🏻😊
ngenggggg5,iya deh ke nya
aryaninabila,tapi gw mau cabut gigi kaga galak suster nya?
virg0ouu_,nginep gak😂?
rifkavioleta20,karna pake bpjs coba enggk pasti mereka baik hati dan tidak sombong🥰
j.xxaa_,gw make BPJS suster ny Baek tu kaga judes
