User @,Comment Text
liyahaney00,dokter ini syantiiiiik Dan keliat ramah.
marliasusanti81,kalo dokter cantik ini ngga galak 😁
zaraananda001,emang sih ada bbrapa yg gitu..🤭🤭..tp klo ini mah ga😁😁😁
momshilmi1aida,So Beautiful Dr....😍😍😘
itachun0,dokter chantik
damarwulung,Tp bukan dokter yg ini 😁
amiaminah301,"Mlm dok,, kita pernah kenalan dan photo bareng di rumah cantik,,, Aslinya lebih cantik dan ramah"
dwi77999,assalamualakum dokter Cantik 🥰🥰
ennypita,iyaa apalagi dokter anak 😂
bandoeng177,ga semua dr judes ..ada jg yg ramah 😅
anisa2170,q pernh fto sma doktr nila cantik bngt pas d jogja d klink
evalia44,ngga jg...dr.langgananku baik bgt...udh ky temen aja
icaartisa,masa Allah cantik banget bunda 🤗😁😂😁😁😁😁😁😁
saczhyamorra,ini mah dokternya cntik dan tdk sombong😁😁
avucado73,pengen bngt jdi asisten nya dokter🥰dokter nya cantik baik bangt deh😍
airatanisha9173,"dok saya mw tanyak , saya hbis melahirkan kB implan udh 1 bulan habis haid y bahaya gx y dok"
solaris660,"dokter, telur saya yang tidak dibuahi kok ga pecah2 ya walaupun sdh minum vitamin dan obat"
maesinaga,"buk dok mw nnyk nih, sya kan hmil yg prtama, tp sya heran krna 5 hari haid trus nti 2 mggu bersih, gt trus udh 2 bln ni,, usia kndungn full 3 buln ful"
musliuling22,gimana solusi buat mister P yg uda perna di suntik dok???
dhi799,malah klo d RS lebih galakan perawatnya. aplg klo bidan 😂
ahmadfami,"masyallah bu dokter,sudah ada yg punya apa blm bu dokter"
auliannisyah_18,"Itu smua bisa terjadi klw pasiennya kagak mau minum obat,, trus tiap hari dtg k rumah skit🤣"
palmmerah,"kalo dokter nya yg ini cantik, liat senyum nya.. seperti nya ramah deh🥰"
MS4wLjABAAAAoCJVd-3SQuMcdYZu9Fx5ZwwUgnaLoMKibXBk4v6pnvNPeqNWBsQgQHdXi9989I5Y,Dokter cantik ...harus Ramah ya bun...spy pasien terhibur ...
bakungbakung,"saya sudah berapa x ketemu dengan dokter klo berobat, memang dokter pada baik tidk judes. yang judes malah bidan..."
user854261800,assalamualaikum dokter cantik🥰
arislestari5,👍👍🙏🙏
elisgyus,☺️
dianadina29k.r.l.b,dok klu pki implan tpi gk d bka bahya gk
veronicautami,🥰
diniherlina19,dok saya mau nanya boleh?
ptcib.irwanto.889,bener iku
sinfaaditya,"Assalamu'alaikum Dok,, selamat malam. Dok saya mau tanya dong..."
